customer_id,customer_name,email,registration_date,customer_type,region_code,email_valid
C0332,Michelle Miller,nmiller@example.com,2023-09-01,REGULAR,CENTRAL,1
C0333,Emily Rodriguez,normanbowers@example.org,2025-11-06,PREMIUM,EAST,1
C0334,Brandon Jordan,hahnsean@example.com,2025-03-30,VIP,EAST,1
C0335,Linda Mueller,fgarcia@example.com,2023-12-21,REGULAR,SOUTH,1
C0336,Misty Hansen,asmith@example.com,2023-10-10,VIP,NORTH,1
C0337,Derrick Adams,ashleyjackson@example.com,2025-11-15,PREMIUM,CENTRAL,1
C0338,Richard Ward,bryanhamilton@example.com,2025-01-10,REGULAR,CENTRAL,1
C0339,Brian Torres,jennifersimpson@example.net,2025-11-27,REGULAR,EAST,1
C0340,Erin Cook,ncook@example.com,2026-03-23,VIP,EAST,1
C0341,Ernest Oconnell,kevinmorrison@example.net,2025-09-17,VIP,NORTH,1
C0342,Douglas Hartman,kelly79example.org,2025-03-09,REGULAR,SOUTH,0
C0343,Catherine Saunders Md,daniel93@example.net,2025-02-12,PREMIUM,NORTH,1
C0344,Sandra Jones,nhahnexample.com,2025-11-28,REGULAR,SOUTH,0
C0345,David Moore,ichambers@example.net,2024-10-14,VIP,CENTRAL,1
C0346,Karen Morales Dds,emccormick@example.com,2025-06-25,REGULAR,WEST,1
C0347,Robin Wheeler,ystephens@example.com,2023-09-25,PREMIUM,NORTH,1
C0348,Matthew Williams,rodriguezjohn@example.net,2023-12-07,PREMIUM,CENTRAL,1
C0349,Brett Walker,vrasmussen@example.com,2025-10-06,VIP,WEST,1
C0350,Kathryn Cooper,seanmyers@example.net,2025-10-07,REGULAR,EAST,1
C0351,Todd Thomas,webbkenneth@example.org,2026-01-28,VIP,EAST,1
C0352,Brent Bowen,matthew38@example.com,2024-02-02,REGULAR,WEST,1
C0353,Ashley Sweeney,tflores@example.org,2026-06-08,REGULAR,WEST,1
C0354,Christopher Moore,byrdfrank@example.net,2025-05-26,REGULAR,EAST,1
C0355,Charlotte Sandoval,omullen@example.com,2023-12-04,VIP,NORTH,1
C0356,Jeffrey Smith,njohnson@example.org,2024-08-01,PREMIUM,EAST,1
C0357,Rebecca Herrera,jamiegoodwin@example.org,2024-04-28,REGULAR,NORTH,1
C0358,Katherine Church,mark71@example.com,2024-08-08,REGULAR,CENTRAL,1
C0359,Harold Ellis,candice96@example.net,2023-12-02,REGULAR,WEST,1
C0360,Leslie Powers,lisamccarthy@example.com,2026-01-05,VIP,CENTRAL,1
C0361,Charles Price,david41@example.org,2025-04-22,VIP,EAST,1
C0362,Melissa Brewer,baileyhenderson@example.com,2023-11-17,PREMIUM,WEST,1
C0363,Ryan Harvey,angelaburns@example.org,2025-01-13,VIP,NORTH,1
C0364,Tracey Wagner,stephanie72@example.org,2023-11-29,PREMIUM,WEST,1
C0365,Jill Jackson,fortiz@example.com,2023-10-25,PREMIUM,EAST,1
C0366,Joshua Jackson,flynnjeffrey@example.org,2024-01-01,VIP,CENTRAL,1
C0367,Ashley Wilson,xcunningham@example.com,2026-02-02,VIP,CENTRAL,1
C0368,Jeffery Fitzgerald,amber07@example.net,2023-09-23,PREMIUM,CENTRAL,1
C0369,Scott Miller,kennethkidd@example.com,2025-04-19,VIP,WEST,1
C0370,Heather Page,rowejoel@example.net,2023-11-04,PREMIUM,NORTH,1
C0371,Renee Hudson,imartin@example.org,2025-06-03,VIP,NORTH,1
C0372,Kenneth Farley,candice25@example.net,2024-06-18,REGULAR,SOUTH,1
C0373,Wendy Camacho,taylorkaren@example.com,2025-12-16,VIP,CENTRAL,1
C0374,Sandra Juarez,jacquelineanderson@example.org,2025-07-15,PREMIUM,EAST,1
C0375,Jason Hayes,kburns@example.net,2025-05-23,VIP,CENTRAL,1
C0376,Jackie Clements,powellkara@example.net,2025-05-16,REGULAR,EAST,1
C0377,Heather Brown,brandi17@example.net,2025-08-30,PREMIUM,EAST,1
C0378,Frank Campbell Md,brobinson@example.org,2024-05-03,PREMIUM,NORTH,1
C0379,Pamela Williams,ashleewashington@example.com,2024-04-15,PREMIUM,EAST,1
C0380,William Patterson,ksmith@example.com,2025-09-10,REGULAR,CENTRAL,1
C0381,Isaac Miller,nicoleturner@example.com,2023-12-21,PREMIUM,CENTRAL,1
C0382,Cynthia Rios,brettgarrett@example.net,2025-05-03,REGULAR,CENTRAL,1
C0383,Kelly Wallace,smiththomas@example.org,2025-11-14,VIP,EAST,1
C0384,Karen Perez,dominguezlisaexample.com,2025-03-24,REGULAR,SOUTH,0
C0385,Edwin Reyes,crosscurtis@example.com,2026-03-22,REGULAR,SOUTH,1
C0386,Alejandra Santos,darlenebyrd@example.org,2024-05-13,REGULAR,EAST,1
C0387,Tamara Jensen,nbell@example.net,2024-01-24,VIP,CENTRAL,1
C0388,Bryce Blair,fheath@example.org,2026-06-13,REGULAR,EAST,1
C0389,Bradley Tran,sylvia52@example.org,2024-03-25,VIP,WEST,1
C0390,Katrina Adkins,kimberly04@example.org,2024-07-05,VIP,CENTRAL,1
C0391,Jonathan Wheeler,debbie37@example.com,2024-06-04,VIP,WEST,1
C0392,Ryan Fisher,hatfieldsarah@example.org,2025-07-16,VIP,SOUTH,1
C0393,Austin Baker,kathrynbest@example.org,2025-02-03,VIP,WEST,1
C0394,Lori Mason,livingstonstacy@example.com,2024-11-01,PREMIUM,WEST,1
C0395,Kimberly Hernandez,zhenderson@example.org,2024-08-01,PREMIUM,CENTRAL,1
C0396,Brittney Murphy,collinswilliam@example.org,2026-01-31,PREMIUM,WEST,1
C0397,Brandon Hamilton,collinssamuel@example.org,2025-11-04,REGULAR,SOUTH,1
C0398,Mary Thompson,dsalazar@example.com,2024-04-09,PREMIUM,NORTH,1
C0399,Gregory Holmes Phd,zimmermanjacqueline@example.org,2025-07-30,VIP,NORTH,1
C0400,Patricia Johnson,gary24@example.net,2026-05-22,REGULAR,EAST,1
C0401,Laura Jones,enelson@example.com,2024-05-24,PREMIUM,WEST,1
C0402,Carol Moore,ddixon@example.com,2024-04-27,PREMIUM,NORTH,1
C0403,Jordan Williams,shannonemily@example.org,2024-09-27,PREMIUM,EAST,1
C0404,Cassidy Horne,sanchezthomas@example.com,2025-10-27,REGULAR,WEST,1
C0405,Courtney Wright,tranrobin@example.net,2024-10-25,PREMIUM,NORTH,1
C0406,Michael Williams,joseph19@example.com,2023-08-27,PREMIUM,NORTH,1
C0407,John Campbell,lindajarvis@example.com,2025-05-17,REGULAR,SOUTH,1
C0408,Eddie Mueller,mark87@example.org,2026-02-22,VIP,SOUTH,1
C0409,Dr. Morgan Payne Phd,stevenvargas@example.com,2026-02-15,PREMIUM,CENTRAL,1
C0410,Makayla Steele,adamortizexample.org,2023-12-10,REGULAR,EAST,0
C0411,Oscar Parker,tapiaaaron@example.net,2024-05-02,VIP,CENTRAL,1
C0412,Valerie Thomas,alyssaallen@example.com,2024-02-13,PREMIUM,SOUTH,1
C0413,Jacqueline Villegas,christopher38@example.com,2023-10-06,REGULAR,WEST,1
C0414,Angela Bradley,carpenterwilliam@example.net,2026-01-22,REGULAR,NORTH,1
C0415,Samuel Howe,ibates@example.org,2026-04-19,VIP,CENTRAL,1
C0416,Dillon Jones,vhaynesexample.com,2026-05-21,VIP,SOUTH,0
C0417,Christopher Owens,derekcarrillo@example.org,2025-02-16,PREMIUM,NORTH,1
C0418,John Phelps,wmartinez@example.org,2024-11-04,VIP,WEST,1
C0419,Amanda Huff,mooregina@example.net,2023-12-23,VIP,EAST,1
C0420,Megan Green,eddie35@example.com,2026-06-12,VIP,CENTRAL,1
C0421,Krista Davis,anthonysullivan@example.com,2026-05-05,VIP,NORTH,1
C0422,Richard Walker,laradonald@example.org,2026-02-17,REGULAR,WEST,1
C0423,Angela Willis,madisonwatson@example.net,2024-12-01,VIP,NORTH,1
C0424,Carl Stein,johnsoncaleb@example.net,2023-11-16,PREMIUM,SOUTH,1
C0425,Jessica Ramsey,david70@example.org,2024-01-29,VIP,EAST,1
C0426,Daniel Lopez,rjohnson@example.com,2025-06-21,VIP,EAST,1
C0427,Danielle Phillips,sean20@example.net,2024-06-23,VIP,WEST,1
C0428,James Barnes,eandrade@example.org,2026-03-07,VIP,SOUTH,1
C0429,Rachael Howard Dds,crystalpham@example.org,2023-11-07,VIP,WEST,1
C0430,Devin Johnson,kcooper@example.net,2024-08-16,REGULAR,SOUTH,1
C0431,William Moreno,anthonycochran@example.com,2025-04-07,PREMIUM,CENTRAL,1
C0432,Joseph Moody,terrigarcia@example.net,2026-02-24,PREMIUM,NORTH,1
C0433,Rebecca Kelly,gallagherstacie@example.net,2024-07-26,PREMIUM,EAST,1
C0434,Suzanne Johnson,gregorywatkins@example.net,2023-10-06,VIP,EAST,1
C0435,Sara Cochran,stacey92@example.net,2025-07-23,PREMIUM,WEST,1
C0436,Anthony Guzman,lweaver@example.com,2025-08-30,PREMIUM,SOUTH,1
C0437,Carlos Love,foxaaron@example.net,2026-04-14,PREMIUM,CENTRAL,1
C0438,Patricia Mathis,brian29@example.net,2023-12-17,VIP,WEST,1
C0439,Eric Taylor,susan56@example.net,2024-07-04,VIP,EAST,1
C0440,Marie Thompson,jessicakim@example.net,2023-12-11,PREMIUM,EAST,1
C0441,Michael Anderson,jeffrey92@example.com,2025-11-19,REGULAR,WEST,1
C0442,Patricia Bradley,rushstacy@example.com,2023-09-25,VIP,EAST,1
C0443,Keith Zuniga,carriemccall@example.net,2025-12-07,PREMIUM,NORTH,1
C0444,Mrs. Stacey Davis,markmiller@example.com,2025-10-09,PREMIUM,CENTRAL,1
C0445,Hayley Buchanan,sean43@example.org,2024-05-23,REGULAR,SOUTH,1
C0446,Stacey Snyder,williamssamuel@example.com,2025-12-14,REGULAR,SOUTH,1
C0447,Rachel Lane,ybell@example.org,2025-07-20,PREMIUM,WEST,1
C0448,Fernando Lynn,franciscojones@example.org,2023-09-05,VIP,SOUTH,1
C0449,Kimberly Villanueva,petersonpamela@example.org,2025-07-29,PREMIUM,WEST,1
C0450,Jessica Valdez,morgantricia@example.com,2024-04-07,VIP,EAST,1
C0451,Colton Terry,gmoore@example.com,2025-01-21,REGULAR,NORTH,1
C0452,Kenneth Larsen,donna43@example.org,2024-07-16,PREMIUM,CENTRAL,1
C0453,Matthew Greene,briansmith@example.org,2024-02-27,PREMIUM,EAST,1
C0454,Bradley Anthony,collinclark@example.net,2024-09-12,VIP,EAST,1
C0455,Martin Hughes,kristen77@example.net,2026-04-01,REGULAR,NORTH,1
C0456,Jeremiah Baker,nicole52@example.com,2023-11-29,PREMIUM,SOUTH,1
C0457,Rhonda Gutierrez,anne21@example.org,2025-12-28,REGULAR,EAST,1
C0458,Joseph Camacho,angelarandall@example.net,2023-11-10,VIP,CENTRAL,1
C0459,James Nash,parmstrong@example.com,2025-03-06,REGULAR,SOUTH,1
C0460,Lisa Martinez,shawrachel@example.net,2026-05-07,REGULAR,NORTH,1
C0461,Beth Henderson,kthompson@example.org,2024-04-10,REGULAR,WEST,1
C0462,Deanna Bartlett,oharris@example.org,2025-07-25,PREMIUM,CENTRAL,1
C0463,Donald Ellis,millerangela@example.net,2023-12-24,REGULAR,EAST,1
C0464,Ashley Hernandez,buchanancindy@example.net,2026-03-07,VIP,WEST,1
C0465,Sharon Beard,buckleyanna@example.org,2023-11-29,REGULAR,EAST,1
C0466,Kara Jackson,pbaker@example.com,2026-01-07,PREMIUM,CENTRAL,1
C0467,Amanda Preston,mthomas@example.net,2024-07-07,REGULAR,WEST,1
C0468,Alicia Roth,hannah07@example.com,2023-10-22,REGULAR,CENTRAL,1
C0469,William Ramos,larry71@example.org,2024-06-02,REGULAR,EAST,1
C0470,Jeremy Mcintyre,joseph69@example.net,2024-10-04,PREMIUM,CENTRAL,1
C0471,Samantha Robertson,wfigueroa@example.net,2023-12-09,PREMIUM,SOUTH,1
C0472,Samuel Suarez,cameronmckinney@example.com,2025-01-13,REGULAR,EAST,1
C0473,Danielle Bryant,thompsonnancy@example.org,2024-01-08,VIP,SOUTH,1
C0474,Madison Martinez,janet45@example.com,2024-05-11,REGULAR,CENTRAL,1
C0475,Seth Matthews,allentracy@example.com,2025-05-22,VIP,NORTH,1
C0476,Anthony Nash,max41@example.com,2023-08-28,REGULAR,NORTH,1
C0477,Matthew Palmer,mercedesholland@example.net,2024-12-24,VIP,SOUTH,1
C0478,Alejandra King,wellsdavid@example.org,2025-10-31,VIP,NORTH,1
C0479,Judy Robinson,jennifer46@example.com,2025-02-13,VIP,EAST,1
C0480,Jorge Bates,erica96@example.net,2025-10-09,PREMIUM,WEST,1
C0481,Brian Brown,anna99@example.com,2023-10-31,REGULAR,WEST,1
C0482,Stephanie Evans,danielle44@example.net,2026-02-06,REGULAR,EAST,1
C0483,Rebekah Greene,zacharyallen@example.org,2025-04-01,VIP,EAST,1
C0484,Jason Price,erin07@example.com,2025-06-07,PREMIUM,SOUTH,1
C0485,Micheal Parks,aguilarwanda@example.org,2026-05-20,VIP,NORTH,1
C0486,Sarah Pittman,qknox@example.com,2026-02-10,REGULAR,EAST,1
C0487,Robert Hines,kellyruiz@example.net,2024-04-14,REGULAR,NORTH,1
C0488,Henry Garner,staceylam@example.net,2025-08-25,VIP,WEST,1
C0489,Julie Wilson,robert55@example.com,2024-05-23,PREMIUM,CENTRAL,1
C0490,Steve Mason,delacruzbrandy@example.net,2024-07-23,REGULAR,WEST,1
C0491,Brittany Gay,amoreno@example.org,2026-02-11,PREMIUM,EAST,1
C0492,Mike Maxwell,robert97@example.org,2024-01-01,PREMIUM,CENTRAL,1
C0493,Abigail Hill,lcook@example.com,2024-11-05,REGULAR,CENTRAL,1
C0494,Jeffrey Jordan,barbaramoore@example.org,2023-10-12,PREMIUM,WEST,1
C0495,Curtis Watson,ysanford@example.org,2026-02-18,PREMIUM,CENTRAL,1
C0496,Michael Sims,mcclainkatherineexample.net,2024-02-06,PREMIUM,SOUTH,0
C0497,James Chapman,jeremywiley@example.com,2025-07-19,PREMIUM,EAST,1
C0498,Joseph Warren,cameronwilliams@example.com,2023-10-13,VIP,CENTRAL,1
C0499,Katherine Christensen Md,ibarron@example.com,2025-02-11,REGULAR,WEST,1
C0500,Mrs. Alison Wagner,osmith@example.net,2025-01-23,VIP,CENTRAL,1
